url,availibility,description,price,acres,APN,coords,taxes,images
https://www.landwatch.com/caldwell-county-north-carolina-homesites-for-sale/pid/412497529,Available,".33 Acres in lake access subdivision, Gold Creek Estates. Nothing else available in the area under $26k, buy today for only $19,900 Cash!

****************************
 
 
GREAT LOT, PERFECT LOCATION, READY FOR YOUR NEW BUILD!  Can't find a house? Tired of submitting multiple offers on properties? Build your dream home in the  desirable lake access subdivision of Gold Creek Estates in Hickory, NC. Low HOA fees and taxes. Bring your builder and design a home that fits your wants and needs! Lot is vacant, you can go see it anytime.
 
 

Community Amenities: 

-Community Boat Ramp on Lake Hickory
-Picnic Shelter
-Dock
-Low Taxes and HOA fees




****************************

Buyer must verify & work with the County to know what can & can't be done with the land, obtain proper permits if needed & confirm the availability of any utilities needed/serviced on the lots. Seller makes no warrantie...Buyer must verify & work with the County to know what can & can't be done with the land, obtain proper permits if needed & confirm the availability of any utilities needed/serviced on the lots. Seller makes no warranties or representations about the land, its condition, or what can be built on the parcel.

****************************

Purchase this property today for only $19,900 Cash!

****************************

Purchasing property from us is quick & effortless. This property will be closed by a local title company & is guaranteed to be free of all liens and encumbrances. Buyer will receive title insurance & warranty deed. Message us here/call us today to get started.

*******************************


Property Details:

Lot Type - Land
Cash Sale Price - $19,900
State - North Carolina
County - Caldwell
Assessors Parcel Number: 08130A-1-36
Property Usage: Single family home
Location- 35.7832, -81.3651
Size- 0.33 Acres
HOA Fees- $169/year
Annual Tax- $27.52
Road Access - Paved
Electricity - Available 
Water - Available
Sewer - Septic needed
Terrain - Gentle Slope
Market Value - $28,000",19900,0.33,N/A,"35.783059999999999, -81.364994999999993",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976507,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976508,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976509,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976512,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976513,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976510,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-3996976511"
https://www.landwatch.com/forrest-county-mississippi-undeveloped-land-for-sale/pid/415440281,Available,"Looking for a place to build a home thats conveniently located near great city atmosphere? Welcome to your new 0.5 acre homesite located in Forrest County, MS! This 0.5 acre tract is situated 15 minutes northeast of Hattiesburg, MS. Enjoy golf cart rides in the neighborhood with your family, take a trip to the local zoo, or dine at great restaurants in town. The options are endless! The property is mainly timbered and with a little TLC could become your dream home! There is paved road frontage and utilities are available.",15000,0.5,N/A,"31.368300000000001, -89.243399999999994",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200616,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200626,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200628,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200632,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200635,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200638,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200640,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200643,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200645,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200648,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200650,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200652,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200653,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200654,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117200655"
https://www.landwatch.com/transylvania-county-north-carolina-undeveloped-land-for-sale/pid/415502436,Available,"Welcome to the prestigious and sought after Connestee Falls! This community is located just minutes from Dupont State Forest which offers some of the best hiking, mountain biking, and waterfall viewing in the Blue Ridge Mountains! This upscale gated mountain community offers endless amenities including a golf club, pickleball, tennis, bocce, wellness center, clubhouse, dining, walking trails, organic garden plots, pool, and dog park. Short term rentals are allowed (with certain regulations)!This private and wooded lot is located near a side gated entrance and offers an easy commute into Brevard. Close to restaurants, shopping, and outdoor activities, you don't want to miss this opportunity to build your dream home in Connestee! Come see it today! *OWNER FINANCING AVAILABLE*Video: https://drive.google.com/file/d/1NjFaRokTlBuuOk6qCH5pbMhbpYna7CJz/view?usp=sharing

Copyright  2022 Canopy ML...Copyright  2022 Canopy MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",10000,0.48,N/A,"35.143422000000001, -82.708123999999998",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521145,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521151,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521157,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521164,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521171,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521181,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521189,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521202,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521210,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521219,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521227,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521231,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521238,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521246,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521253,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521261,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521270,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4119521277"
https://www.landwatch.com/san-bernardino-county-california-recreational-property-for-sale/pid/414075015,Available,"Great 20 acre parcel near Yermo, an unincorporated community just east of Barstow in the Mojave Desert. This parcel has wonderful mountain views. 

Processing Fee: $ 495.00
Deed Type: Grant Deed
Legal Description: S 1/2 NE 1/4 SE 1/4 SEC 25 TP 11N R 1E 20 AC
Cash Sale: $ 12,950.00
Road Access: unknown
Zoning: vacant land
Utilities: please ask the assessor
Taxes: $221.00
Location: Yermo, CA 92398
Parcel Number: 0540-051-22-0000
Lot size: 20 acres",12950,20,N/A,"35.014443999999997, -116.822056000000003",221,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4062914970,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4062914991,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4062914995,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4062914997,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4062915020"
https://www.landwatch.com/cumberland-county-tennessee-undeveloped-land-for-sale/pid/411043550,Available,"This 3 acre tract sets in Cumberland Cove in a Cul-de-Sac.  The property has a great area to have a few different building sites. Certification of General Approval for a 2 BR septic system on file.  Lots of large hardwoods fill the property.  Bring your house plans and your builder to get the process started.  Give me a call today for more information about the property.

Copyright  2022 Knoxville Area Association of Realtors  . All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",20000,3,N/A,"36.090555000000002, -85.235761999999994",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017221895,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017221919,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017221931,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017221950,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017221973,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017222004,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017222031,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017222060,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4017222086"
https://www.landwatch.com/apache-county-arizona-recreational-property-for-sale/pid/413123243,Available,"What will you be remembered for? A family legacy is within your reach - start it with $99 down and $99/month. No credit checks and a money back guarantee - get it locked down in minutes with a call. We know the area and will answer all your questions honestly. 

Its great to have a piece of land that you can go and enjoy all by yourself or with the friends and family you choose. But its even better when there are no possible neighbors on one side because it is state land. Plus trees are good too. As is a moderate climate at a high elevation. All yours for a great price!

Apache County has some of the fewest restrictions of any county in Arizona. There are no specific regulations for camping. If you are going to be on your land for more than 30 days, however, make sure you know that the health department will want you to have a septic system. This and most of the land in the county is zon...Apache County has some of the fewest restrictions of any county in Arizona. There are no specific regulations for camping. If you are going to be on your land for more than 30 days, however, make sure you know that the health department will want you to have a septic system. This and most of the land in the county is zoned as agricultural which gives you lots of options.

Many lots in Apache county do not have utilities. Some people find that solar is a good option. Water is often hauled in or delivered. Property taxes are low, although part of that is because the county only maintains certain roads. There are other roads, called N roads that are not maintained. Some of them are better than others. You may need an all-wheel drive vehicle to get to some places and it may also depend on the weather.

One nearby attraction is the beautiful Petrified Forest National Park. There are also several National Forests that are not too far away: Apache-Sitgraves, Coconino, Prescott, Kaibab, and Gila National Forests. 

This particular property is a 1 acre piece of land not far from Sanders. You can get there by leaving the frontage road along Interstate 40 and offroading about a mile. Right next to state-owned land.

Contact me for link to see this property on Google Earth or Google Maps

Estimated annual taxes (subject to change): $4.76

Price: $99 down (+$199 document fee);  $99 + prorated property taxes + $10 note fee per month for 54 months

Cash Price: 10% off if you buy today! $4900

GPS Coordinates (approximate):
center        35.217991        -109.368063
NW        35.21823        -109.368479
SW        35.217763        -109.3685
NE        35.218223        -109.367636
SE        35.217754        -109.367642

APN: 207-61-030

Credit check: We do not do credit checks

Guarantee: We stand behind our land. 90-Day Money Back Guarantee. If you are not satisfied for any reason, we will refund your money (less documentation/note fees and taxes) or exchange it for another piece of land during the first 90 calendar days after purchase.",4900,1,207-61-030,"35.216729999999998, -109.367720000000006",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347096,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347097,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347099,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347098,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347100,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347101,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347104,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347102,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347105,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347106,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347103,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347107,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347108,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347109,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347110,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347111,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347113,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347112,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347114,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347115,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347116,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347117,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347118,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347119,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347120,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347121,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347122,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347123,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347124,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347125,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347126,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347127,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347128,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347129,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347130,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347131,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347132,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347133,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347134,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347135,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347137,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347136,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347138,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347139,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347141,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347140,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347142,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347143,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347144,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347145,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347146,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347147,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347148,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4027347149"
https://www.landwatch.com/elko-county-nevada-recreational-property-for-sale/pid/413951316,Available,"1.13 acres land for sale 30 minutes NE of Elko by Wells in Deeth, Nevada. It sits less than 2 miles from Interstate 80 on a graveled road with power along it. Oh the views are awesome of the Ruby Mountains and surrounding valley! It's about 2 hours SW of Twin Falls, Idaho and 3 hours west of Salt Lake City, UT in Cowboy Country!

The photos were taken at the end of October in 2021 of the property and surrounding views. It is easy access out to the property off the Interstate 80 at the Deeth exit. Take Merganser W to 5th Street. Then N on 5th Street for 2 blocks then west on Spoonbill Avenue. The property sits on the left hand side of the road. There is power running along Spoonbill Avenue across the street.

#1374 Humboldt Acres Unit 2 Block M Lot 2 E2

You can click on the link in this listing to our own website, smile4uinc, where you will find tons more information including maps and d...You can click on the link in this listing to our own website, smile4uinc, where you will find tons more information including maps and directions to the property and what the roads are like, tons more photos, and things to help you research like the zoning regulations, state water and septic regulations, it there is an HOA/POA, annual taxes and who Char is, the owner of Smile4u! 

Our own website is the only place you will find the financing price and terms. 
 
Often called land wholesalers by our customers we work hard to find affordable land for sale and explore many of the lands we sell! Call Char the Explorer 360-550-8943",5760,1.13,N/A,"41.031219999999998, -115.410894999999996",4,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612648,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612656,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612659,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612657,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612658,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612660,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612655,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612662,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612681,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4057612663"
https://www.landwatch.com/lee-county-florida-undeveloped-land-for-sale/pid/415390577,Available,Copyright  2022 MIAMI Association of REALTORS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.,17000,0.21,N/A,"26.726893900000000, -81.636493799999997",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4115055121,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4115055124,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4115055126,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4115055135,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4115055139"
https://www.landwatch.com/mcdowell-county-north-carolina-undeveloped-land-for-sale/pid/413643684,Available,Copyright  2022 Canopy MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.,19990,0.61,N/A,"35.880212000000000, -81.928871999999998",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4046014756,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4046014763,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4046014769,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4046014774"
https://www.landwatch.com/modoc-county-california-recreational-property-for-sale/pid/415003536,Available,"This property is located in the beautiful California Pines community, which is surrounded by 2 million acres of the Modoc National Forest in Northern California. This area is known for its beautiful forest of pine, cedar and juniper trees. Three fishing ponds are nestled in among the trees and are stocked by the State Department of Fish and Wildlife. Seasonal streams and a variety of springs also dot the hillside. Property owners will have unlimited use of all campgrounds, fishing ponds and recreational facilities in the California Pines subdivision.

Financing only $500 down, then $500/month for 12 months.  Total price of $6,500.",6500,0.92,N/A,"41.242314000000000, -120.772082999999995",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520278,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520315,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520316,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520318,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520319,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520321,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520325,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520332,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520333,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520334,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4100520335"
https://www.landwatch.com/putnam-county-florida-undeveloped-land-for-sale/pid/415384937,Available,"Lot 2 is a .22 acre vacant, wooded, high and dry lot zoned R-2, which allows mobile or site built homes on a dirt road. Two  adjoining lots with the same exact description are also available for $4711 for each lot or purchase all three lots for $12,511. Lot 3 is parcel # 06-10-25-4081-0450-0030 and Lot 4 is parcel #06-10-25-4081-0450-0040. Buyer will need a survey to know the exact boundary lines. If building, a well, septic, clearing, and electric which is near by will be needed. Buyer is advised to contact Putnam County Planning and Zoning to verify if their intended usage of the property is allowed. Approximate dimensions are 75'x125' for one lot. Putnam county has no impact fees. Owner has never seen property

Copyright  2022 Northeast Florida Multiple Listing Service, Inc. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guarant...Copyright  2022 Northeast Florida Multiple Listing Service, Inc. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",4711,0.22,N/A,"29.652726000000001, -81.843312999999995",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114832726,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114832732,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4114832740"
https://www.landwatch.com/alamosa-county-colorado-farms-and-ranches-for-sale/pid/415413002,Available,"Seller Financing Price: Contact us!
Beautiful flat lot 5 acres to build, camp, or perfect vacation getaway. You could make it a lot as your hobby farm or full-time home site. Easy zoning code. No HOA and Convenient. It is qualified for a household well, which allows for household use, outside watering (landscape, garden, etc), and animals. Priced to sale. It has a beautiful mountain view. Located 7.2 miles of CO Hwy-150. The town of Alamosa with plenty of shops and restaurants is just 21 minutes away. Enjoy fishing, hiking, snowboarding, sandboarding, and hunting all within minutes from the property. Enjoy sweeping views of the San Luis Valley, and the Great Sand Dunes National Park. Close to Smith Reservoir, Zapata Falls is just 36 minutes, and access to many trails and the national park, 4.3 miles to Blanca Wetlands, and 27 miles to San Luis Lake. We provide easy seller financing plans...Beautiful flat lot 5 acres to build, camp, or perfect vacation getaway. You could make it a lot as your hobby farm or full-time home site. Easy zoning code. No HOA and Convenient. It is qualified for a household well, which allows for household use, outside watering (landscape, garden, etc), and animals. Priced to sale. It has a beautiful mountain view. Located 7.2 miles of CO Hwy-150. The town of Alamosa with plenty of shops and restaurants is just 21 minutes away. Enjoy fishing, hiking, snowboarding, sandboarding, and hunting all within minutes from the property. Enjoy sweeping views of the San Luis Valley, and the Great Sand Dunes National Park. Close to Smith Reservoir, Zapata Falls is just 36 minutes, and access to many trails and the national park, 4.3 miles to Blanca Wetlands, and 27 miles to San Luis Lake. We provide easy seller financing plans. Own this property today!

Property Details:
Size: 5 Acres
Terrain: Level
Best Attribute: Beautiful Mountain Views
General Location: 13.7 miles to Alamosa
Annual Approximate Property Tax: $ 76.62
Zoning: Rural- Agricultural or Residential use
Center of the GPS Coordinates: 37.5333214793257, -105.696492294398
General Elevation: 7527
HOA/POA: No
Water: Buyer to drill a Well or use off-grid choice for water
Power: Solar Power and generator
Sewer and Water: Buyer to Install septic tank
Roads: Yes
Time to Build: No time limit",9800,5,N/A,"37.533321479325700, -105.696492294397999",76,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103406,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103413,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103410,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103411,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103412,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103414,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103415,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4116103409"
https://www.landwatch.com/davidson-county-north-carolina-undeveloped-land-for-sale/pid/411918750,Available,"Nice location in established neighborhood in the heart of Welcome. Lot is not suitable for septic system per Davidson Co Health Dept. 9/2022

Copyright  2022 Triad Multiple Listing Service. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",8000,0.36,N/A,"35.896326000000002, -80.251166999999995",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241658,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241661,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241665,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241669,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241675,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4024241679"
https://www.landwatch.com/putnam-county-florida-undeveloped-land-for-sale/pid/415468930,Available,"Check out this beautiful oversized lot nestled near the St. John River and Lake George.  This lot is long and goes from Lakeway Drive which is on an asphalted paved road to Longtree Street.  It's a great spot to build your dream home! Lake George is the 2nd largest lake in Florida and the St. Johns River is the longest river in Florida.  This is a great location for boating and fishing!   It's located approximately one hour to the beach and one and half hour to Disney World.  Your little slice of heaven is waiting for you!

Copyright  2022 Stellar MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",9400,0.46,N/A,"29.393021000000001, -81.618984999999995",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249900,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249903,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249907,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249910,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249913,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249915,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249918,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249921,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249924,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249927,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249930,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249936,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249942,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249945,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249948,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249949,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249951,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249952,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4118249954"
https://www.landwatch.com/montgomery-county-ohio-undeveloped-land-for-sale/pid/415111752,Available,"Have you been looking for the perfect location for your next investment or home ?   Don't miss out on this .254 acre lot that could be yours. Out of state investor.  Buyer will be responsible to confirm utilities, zoning and any restrictions. Great investment property.  Flat Fee Listing service.  DUE TO THE HIGH VOLUME OF VACANT LAND LISTINGS THAT I HAVE, I MAKE IT MY POLICY TO PUT ALL KNOWN FACTS AND INFORMATION IN THE WRITE UP AS PROVIDED BY SELLERS AND THE COUNTY DATA, BUT I DO NOT GUARANTEE THE ACCURACY OF THE INFORMATION. EACH BUYER IS RESPONSIBLE FOR DOING YOUR OWN HOMEWORK ON ALL THE FACTS AND FIGURES ON VACANT LAND AND THE LISTING AGENT IS TO BE HELD HARMLESS OF ANY DEFICIENCIES OR MISREPRESENTATIONS. I DO MY BEST TO PUT IT ALL IN THE LISTING, SO IF YOU DON'T SEE THE ANSWER YOU ARE LOOKING FOR, I MOST LIKELY DON'T HAVE THE INFORMATION EITHER. YOU WILL NEED TO CALL THE COUNTY FOR ...Have you been looking for the perfect location for your next investment or home ?   Don't miss out on this .254 acre lot that could be yours. Out of state investor.  Buyer will be responsible to confirm utilities, zoning and any restrictions. Great investment property.  Flat Fee Listing service.  DUE TO THE HIGH VOLUME OF VACANT LAND LISTINGS THAT I HAVE, I MAKE IT MY POLICY TO PUT ALL KNOWN FACTS AND INFORMATION IN THE WRITE UP AS PROVIDED BY SELLERS AND THE COUNTY DATA, BUT I DO NOT GUARANTEE THE ACCURACY OF THE INFORMATION. EACH BUYER IS RESPONSIBLE FOR DOING YOUR OWN HOMEWORK ON ALL THE FACTS AND FIGURES ON VACANT LAND AND THE LISTING AGENT IS TO BE HELD HARMLESS OF ANY DEFICIENCIES OR MISREPRESENTATIONS. I DO MY BEST TO PUT IT ALL IN THE LISTING, SO IF YOU DON'T SEE THE ANSWER YOU ARE LOOKING FOR, I MOST LIKELY DON'T HAVE THE INFORMATION EITHER. YOU WILL NEED TO CALL THE COUNTY FOR GUIDANCE. PLEASE BE SURE TO DO YOUR OWN HOMEWORK ON EACH LISTING AND MAKE SURE THE LAND SUITS YOUR NEEDS. THANKS!

Copyright  2022 My State MLS. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",19999,0.25,N/A,"39.805171999999999, -84.127892000000003",200,"https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117703869,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117703873,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117703876,https://assets.landwatch.com/resizedimages/0/2000/w/800/1-4117703877"
